Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Marina e Orikumit,,,,,AL,,,https://marinaorikum.com/,
Terminali i Fierzës,,,,,AL,,,,
Porti i Shëngjinit,,,4503,Shëngjin,AL,,,,
"Ferry Terminal ""Fierze - Koman""",,,,,AL,,,,
Terminali i Komanit,,,,,AL,,,,
Porti i Sarandës,,,,,AL,,,http://porti-sarande.al/,
